x, y, th, ts, 
4.759034156799316, 0.9795963764190674, 0.0048803938941936725, 1732833812469913231, 
4.759034156799316, 0.9795963764190674, 0.0048803935940044, 1732833812580701199, 
4.759034156799316, 0.9795963764190674, 0.004880394198760412, 1732833812630743826, 
4.759034156799316, 0.9795963764190674, 0.004880394635847792, 1732833812673773454, 
4.759034156799316, 0.9795963764190674, 0.004880394319914194, 1732833812723683756, 
4.759034156799316, 0.9795963764190674, 0.00488039442607437, 1732833812772580284, 
4.759034156799316, 0.9795963764190674, 0.004880396676633816, 1732833812833059277, 
4.759034156799316, 0.9795963764190674, 0.004880396419305838, 1732833812882959891, 
4.759034156799316, 0.9795963764190674, 0.004880396417912154, 1732833812913784233, 
4.759034156799316, 0.9795963764190674, 0.004880395096158769, 1732833812979928649, 
4.759034156799316, 0.9795963764190674, 0.004880393837491518, 1732833813030709308, 
4.759034156799316, 0.9795963764190674, 0.00488039282231767, 1732833813073667401, 
4.759034156799316, 0.9795963764190674, 0.00488039340304416, 1732833813283681802, 
4.759034156799316, 0.9795963764190674, 0.0048803911261296766, 1732833813379718241, 
4.759034156799316, 0.9795963764190674, 0.004880390342673763, 1732833813473643078, 
4.759034156799316, 0.9795963764190674, 0.004880392217917966, 1732833813573126457, 
4.759034156799316, 0.9795963764190674, 0.004880153990914325, 1732833813683192747, 
4.759034156799316, 0.9795963764190674, 0.004880151057165786, 1732833813780616741, 
4.759034156799316, 0.9795963764190674, 0.004880149381084734, 1732833813873712085, 
4.759034156799316, 0.9795963764190674, 0.004880146507927341, 1732833813973604627, 
4.759034156799316, 0.9795963764190674, 0.004880149737883247, 1732833814070062556, 
4.759034156799316, 0.9795963764190674, 0.004880150574042313, 1732833814180591691, 
4.759034156799316, 0.9795963764190674, 0.004880150375779401, 1732833814273612415, 
4.759034156799316, 0.9795963764190674, 0.004880149401280965, 1732833814323092216, 
4.759034156799316, 0.9795963764190674, 0.004880149626901389, 1732833814630763631, 
4.759034156799316, 0.9795963764190674, 0.004880149599813286, 1732833814673629432, 
4.759034156799316, 0.9795963764190674, 0.004880149345971828, 1732833814773608896, 
4.759034156799316, 0.9795963764190674, 0.004880147228777588, 1732833814833647992, 
4.759034156799316, 0.9795963764190674, 0.004880146232409226, 1732833814980625522, 
4.759034156799316, 0.9795963764190674, 0.0048801461842737, 1732833815073676121, 
4.759034156799316, 0.9795963764190674, 0.0048801467973095805, 1732833815173621836, 
4.759034156799316, 0.9795963764190674, 0.004880144698892725, 1732833815269941556, 
4.759035110473633, 0.9795951247215271, 0.004892784037117969, 1732833815380810833, 
4.762214183807373, 0.9796324968338013, 0.025302930083497172, 1732833815473797793, 
4.766571044921875, 0.9798164963722229, 0.04587004738269084, 1732833815523753893, 
4.78217077255249, 0.9807159304618835, 0.12241050087965263, 1732833815670646143, 
4.790456295013428, 0.9819098114967346, 0.1667818223814134, 1732833815763799599, 
4.800543785095215, 0.9838021397590637, 0.22139685246988525, 1732833815873618449, 
4.809457302093506, 0.9859398603439331, 0.2708849810945674, 1732833815973819036, 
4.819396018981934, 0.9889666438102722, 0.3276989082189859, 1732833816082966985, 
4.82798957824707, 0.9918162226676941, 0.37520177995884596, 1732833816181712068, 
4.833378791809082, 0.9937100410461426, 0.4097448819540747, 1732833816273662663, 
4.833913803100586, 0.9937674403190613, 0.4143485592352385, 1732833816373753526, 
4.833607196807861, 0.9936588406562805, 0.4118169322357649, 1732833816470231533, 
4.83355188369751, 0.9936374425888062, 0.4115868653476548, 1732833816579421550, 
4.833558082580566, 0.9936344623565674, 0.4116390213545707, 1732833816673802425, 
4.836051940917969, 0.9949805736541748, 0.43235578001742603, 1732833816773635968, 
4.845425605773926, 0.9997689723968506, 0.488513786869604, 1732833816883542408, 
4.854149341583252, 1.0044687986373901, 0.5414413178477666, 1732833816980627603, 
4.861506462097168, 1.0089620351791382, 0.5874263840532952, 1732833817073630271, 
4.868932247161865, 1.014095425605774, 0.6357522724850504, 1732833817173584552, 
4.877442836761475, 1.020525574684143, 0.690302568086052, 1732833817283335662, 
4.884402275085449, 1.026297688484192, 0.7393375272488562, 1732833817380816148, 
4.890937805175781, 1.0322962999343872, 0.7865761851908356, 1732833817473662964, 
4.897760391235352, 1.0392476320266724, 0.835687530247663, 1732833817573593245, 
