e, e_dot, e_int, stamp, 
0.9999999999998987, -4.2956361045580104e-08, 0.2112006144494903, 1729804882956672976, 
0.9999999999998987, 0.0, 0.09931544799998994, 1729804883004559216, 
0.9999996499761312, -2.3355451013366096e-06, 0.09784227058428205, 1729804883054515258, 
0.9997513035559259, -0.001980610784334701, 0.09179403404068721, 1729804883096360871, 
0.9960973605114628, -0.02627462298684964, 0.09184853808910506, 1729804883146491081, 
0.9896903970320111, -0.06618281570505176, 0.10062953564992469, 1729804883197477822, 
0.9812858103016078, -0.1011113095642648, 0.09721123516319888, 1729804883244781096, 
0.968164778396149, -0.13106906011747302, 0.1059859216399557, 1729804883305658330, 
0.9549279371433959, -0.15887277600011981, 0.1080200905029986, 1729804883356357555, 
0.9398190225227024, -0.19392237703978496, 0.09334452053728114, 1729804883403472579, 
0.8936687597045528, -0.21532455877074794, 0.1756592876148883, 1729804883545345825, 
0.8634768085413309, -0.2104594793870432, 0.21621741325878358, 1729804883643984539, 
0.8452388980057807, -0.20075547589701703, 0.13898102597982326, 1729804883705561613, 
0.8153582123671579, -0.2005284232366735, 0.13412642490992227, 1729804883803401136, 
0.7717424765957298, -0.2042214290766653, 0.1944172785774819, 1729804883945352076, 
0.7419452930733288, -0.20367016426257958, 0.18636114049116972, 1729804884043449390, 
0.7270752438254379, -0.2013070284891052, 0.11027250635295464, 1729804884092988179, 
0.6780673936316712, -0.2025567135747733, 0.1495187260881086, 1729804884252363134, 
0.6493843868502664, -0.20517435141531684, 0.17291908072371337, 1729804884345482907, 
0.6188413253161242, -0.20297809553388613, 0.12626353543551438, 1729804884446984697, 
0.5853605438789937, -0.20306695917254727, 0.12981505461383985, 1729804884555586517, 
0.5564727255919142, -0.20293937216784083, 0.12015143688534272, 1729804884651709813, 
0.5276011974273337, -0.20270206637795826, 0.10572573887484066, 1729804884745577333, 
0.49679838002852245, -0.20525584309185327, 0.10213223985663561, 1729804884845524784, 
0.46326800387842065, -0.20411056350825038, 0.10423263665525445, 1729804884955770735, 
0.4338689597827445, -0.20357263235290213, 0.09578224454145318, 1729804885051665431, 
0.4051946659234884, -0.20364707471651342, 0.08252656310853634, 1729804885145875685, 
0.37512013356479584, -0.20159682448007712, 0.07864538728940018, 1729804885245982115, 
0.34135162761775895, -0.20301003481380828, 0.078340797652203, 1729804885355405352, 
0.31060921614706394, -0.20514805780358128, 0.07176342009699105, 1729804885455595831, 
0.28288415739217343, -0.20486034390861307, 0.05929489720325041, 1729804885545687903, 
0.252467642638355, -0.20380319828107282, 0.053649639613651795, 1729804885645851547, 
0.21850135134224918, -0.20459030856305982, 0.05269333868709103, 1729804885755383937, 
0.19003442453920882, -0.20202880561574224, 0.04532494601926827, 1729804885851561282, 
0.16366183889406077, -0.18853431726067726, 0.03700049596388847, 1729804885949375462, 
0.1430428947396447, -0.16466301636498346, 0.03141234795878938, 1729804886041272607, 
0.12111934080794083, -0.14113639122103377, 0.02881309077421513, 1729804886151419427, 
0.10434781961177678, -0.12277891485053503, 0.025698942333421893, 1729804886250484882, 
0.09081985790010148, -0.10202255823970262, 0.02087236399390267, 1729804886349394963, 
0.08176161785527519, -0.07864409067856772, 0.017562671754203455, 1729804886440742887, 
0.07342285966231617, -0.05729167299304607, 0.016894616453545775, 1729804886555423240, 
0.0669665876236279, -0.045768324636185936, 0.015893808322578237, 1729804886655378027, 
0.06170971290912575, -0.04100120005826541, 0.012796364532921791, 1729804886745375012, 
0.056863134620024854, -0.03561575595298564, 0.011754499440567624, 1729804886845437344, 
0.05268389595271692, -0.0288127164467509, 0.011989964102170908, 1729804886955409908, 
