e, e_dot, e_int, stamp, 
1.4142135122637431, -2.800149923822282e-07, 0.13861790041778577, 1729805313905966562, 
1.4140602498808652, -0.0010273132998887679, 0.13782919533720023, 1729805313955709313, 
1.411991000459994, -0.017338049317986545, 0.13007734559063006, 1729805313997996673, 
1.406028126396481, -0.045635840805019895, 0.15527069395053938, 1729805314065776266, 
1.4022948051076645, -0.06842652874537071, 0.14012191641198127, 1729805314097602000, 
1.395236257562941, -0.08771194924395333, 0.11241447328394048, 1729805314146004331, 
1.384877815590016, -0.10498545405574404, 0.15286615085906205, 1729805314207251359, 
1.3742926821436543, -0.12607938408553768, 0.15491276783758268, 1729805314257870677, 
1.3632949832211425, -0.14729726655838082, 0.13448100631281226, 1729805314305115858, 
1.3515943078271453, -0.15597953969336875, 0.13221899790695293, 1729805314354872228, 
1.3420513289026534, -0.15216783971675005, 0.12558953020210087, 1729805314397985985, 
1.3308521333517385, -0.1495782362921286, 0.12390716029675898, 1729805314447236916, 
1.309629374556858, -0.14452407276920431, 0.20202493011255185, 1729805314550169235, 
1.2857103629408069, -0.14260636122145995, 0.2759483163292965, 1729805314658088799, 
1.264866525741536, -0.14566415557352116, 0.26340477851804134, 1729805314754877036, 
1.2444490916608335, -0.14495048761521745, 0.2401083678112819, 1729805314847896486, 
1.2194024432894557, -0.1492062935310028, 0.2520789752533824, 1729805314957691224, 
1.1960315325656274, -0.15377875773831595, 0.25620050816836054, 1729805315057903612, 
1.1728790666095097, -0.15817400018643393, 0.23462544616342465, 1729805315153849232, 
1.1497641578589735, -0.1628646419146593, 0.2221692660790156, 1729805315247323733, 
1.1240386001606282, -0.16819084454747057, 0.22226773102283012, 1729805315347311590, 
1.0949494036880087, -0.17348683741327317, 0.23639675701101645, 1729805315457843901, 
1.0677998280565997, -0.1764367915445937, 0.23286449825644803, 1729805315559857556, 
1.0427904212846746, -0.18309533123095764, 0.2033802886921339, 1729805315648183417, 
1.0147362809209388, -0.18796692087321953, 0.1961153284293619, 1729805315748108601, 
0.9832005863813972, -0.18934790206626692, 0.21254062830710874, 1729805315857877291, 
0.9536382580124686, -0.19335010053692567, 0.20734558960229788, 1729805315958855996, 
0.9269100053738796, -0.19836097279788545, 0.18078631516503457, 1729805316047265039, 
0.8973546483486095, -0.1986766065326404, 0.17504349430269556, 1729805316147894454, 
0.8640516711288814, -0.1988575083513573, 0.1887093099215285, 1729805316257853326, 
0.8332789920898591, -0.203535085314812, 0.18158934040500568, 1729805316357849788, 
0.8062755919680481, -0.20242406644898692, 0.1586849686785394, 1729805316448001000, 
0.7758330649354452, -0.2015256154637439, 0.15293343073844665, 1729805316547798715, 
0.7418168440775983, -0.2047110287069213, 0.16255878013016023, 1729805316657851247, 
0.7125151237911383, -0.20581158030642924, 0.1524554621146492, 1729805316752880572, 
0.6836848723644294, -0.2040417200034086, 0.13536069043023152, 1729805316847785238, 
0.6526710761413649, -0.20434714152118394, 0.13330534207328876, 1729805316948069050, 
0.6189146696635549, -0.20544789439453268, 0.13700558866251894, 1729805317057994895, 
0.5885552534788545, -0.2037120951627928, 0.13007035193435393, 1729805317157844038, 
0.5606644297169996, -0.2053000276224505, 0.1115613799986526, 1729805317247281495, 
0.5272271946861706, -0.20390073212162774, 0.11229334007554337, 1729805317358792857, 
0.49628409791828326, -0.2040645189116137, 0.1111988068812565, 1729805317457861935, 
0.46564756289916054, -0.20623531367659118, 0.09881483697274158, 1729805317557861284, 
0.43790766968497996, -0.20452320410074531, 0.0887954548486116, 1729805317648159749, 
0.4045404546058483, -0.20427501579315846, 0.0869780030802917, 1729805317757337524, 
0.3737691581103533, -0.20390408712287988, 0.08501690020490832, 1729805317857867919, 
0.34328593615554537, -0.20363882853560025, 0.07497197249849244, 1729805317957869630, 
0.31559766418863694, -0.2046838430261501, 0.06524393307616326, 1729805318047410626, 
0.28177782553547065, -0.2056969583925062, 0.06252053960399977, 1729805318157262965, 
0.25104349279476357, -0.20445330666933312, 0.05951880797688747, 1729805318257868463, 
0.2209149417303029, -0.20225606116424144, 0.050402121358051395, 1729805318357872080, 
0.19317685079154404, -0.2022534414714188, 0.04230339765253181, 1729805318448672042, 
0.16132148086268644, -0.1989836184400752, 0.038378893026106066, 1729805318557965968, 
0.13702023694442383, -0.17823331954231506, 0.03427563811009904, 1729805318657874544, 
0.11582589928713455, -0.1517186265674186, 0.02760000630509884, 1729805318757885072, 
0.09948829324329163, -0.13047132850320933, 0.02243564902737977, 1729805318848905966, 
0.08250837012780392, -0.11146617706219704, 0.019917929830609193, 1729805318958520608, 
0.0704465596110403, -0.0921018398793546, 0.017584408299852767, 1729805319057876618, 
0.06138114394145992, -0.07067512255862249, 0.014245323871360205, 1729805319157908284, 
0.05570048972440548, -0.05113657324356923, 0.011908704122887715, 1729805319248387238, 
0.05163043873298376, -0.034676492893552846, 0.01063776270986498, 1729805319347066580, 
