imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.008917748928070068, -0.003435075283050537, 0.006074435327137587, -2.5872308067894278e-11, 0.00012865672402409412, -2.01095654068178e-07, -1.837953200344202e-05, 0.0, 1731621451.0784428, 
-0.00014668703079223633, -0.00884711742401123, 0.002442893773400654, -1.9189129806117283e-10, 0.00021705015307764538, -8.840873657091019e-07, -2.8556565042588655e-05, -2.0944258151738524e-13, 1731621451.1081815, 
0.006923973560333252, -0.0034879446029663086, 0.004964303348551972, -2.1250106756353167e-10, 0.00026159939382957664, -8.123148316695608e-07, -3.53621039811776e-05, -8.492488448900598e-13, 1731621451.1381643, 
0.019259512424468994, 0.01085120439529419, 0.012972124120283587, 1.5217838356627736e-05, 0.0006506804230581746, 0.02338757678478237, -5.448515568649544e-05, 3.2150268524452354e-08, 1731621451.1680965, 
-0.4595743417739868, 0.348363995552063, -0.25153310278310165, 0.0003534127742918169, 0.0011544243710500694, 0.3061376588666013, 0.0011171055359837363, 1.5731456684812423e-06, 1731621451.2579544, 
0.3655606508255005, -0.09831541776657104, 0.09404789010960068, -0.008744578246908885, -0.012752816230465577, 0.6856978167707541, 0.0006164625221658442, 7.10763081128657e-06, 1731621451.377728, 
0.45677316188812256, -0.16843962669372559, 0.29623647116924323, -0.03287229738478, -0.03553193424471467, 0.9251479854258063, -0.00394778166203653, -0.00027947628102847747, 1731621451.4975839, 
-0.14951854944229126, -0.019201576709747314, 0.04703997796690379, 0.0026781503487252594, 0.0026791640436261525, 0.9996216376136785, -0.0059008998864209395, -0.0007565427940138777, 1731621451.5874143, 
0.1664944887161255, -0.04996305704116821, 0.1137290461365367, 0.0020531976148686006, 0.0019852394019241977, 1.0342317470016635, -0.0061382359719827665, -0.0007784850269710014, 1731621451.679036, 
-0.005951881408691406, 0.06402236223220825, 0.047585446600378, 0.04452331822784508, 0.04365831977981405, 1.0198129120037958, -0.004322971043454037, -0.00018632658634746288, 1731621451.7970483, 
-0.06345951557159424, -0.07337826490402222, -0.015503520380099, 0.012955897126874609, 0.012952506446710449, 1.0002617779175105, -0.0018197360198263638, 0.0011808789891333707, 1731621451.8569727, 
-0.4583923816680908, -0.027466416358947754, -0.26316541385967207, 0.015860430165109664, 0.015894981811951005, 0.9978262543958771, 3.6573643951818982e-06, 0.0022556184561469948, 1731621451.9768677, 
0.5477944612503052, 0.31715506315231323, 0.19467554613210147, 0.1498291308457192, 0.14211239836228773, 1.0543002058396, 0.006039105981322415, 0.006886952035161331, 1731621452.066617, 
0.3318583369255066, 1.251684308052063, 0.28099418565804113, 0.6206800913010746, 0.5151534963813791, 1.2048449552627551, 0.028190140840545677, 0.02794001491817147, 1731621452.1885815, 
-0.6352013945579529, 0.40248215198516846, -0.2380121342998054, 0.4125234173282426, 0.30536958616092047, 1.350898832180541, 0.05340878666780399, 0.060859914004077156, 1731621452.276308, 
0.11267435550689697, -0.004412293434143066, -0.046306088077256, 0.14810957696619587, 0.12790803908151877, 1.1579379844280326, 0.06631403363464933, 0.08248023301835856, 1731621452.3985357, 
0.4597410559654236, 0.4670040011405945, 0.24005295454339332, 0.2563574442124345, 0.24269168908672917, 1.0563091186893576, 0.07390553805957188, 0.09861276844888427, 1731621452.4560542, 
-0.05666029453277588, 0.057564616203308105, 0.0706874005344115, 0.17673367225681202, 0.1410074538887679, 1.2533640412812952, 0.07879793578270297, 0.11612496443706452, 1731621452.5749304, 
-0.420218825340271, -0.09824174642562866, -0.20653018182213387, 0.06769433257416606, 0.05385292390349711, 1.2570224171202358, 0.08062796680350852, 0.12648994429168162, 1731621452.69561, 
0.4012731909751892, 0.259835422039032, 0.1366749043524141, 0.16490413786512173, 0.14976782366096414, 1.1010651943398893, 0.08166109893250324, 0.1367238866046667, 1731621452.7854981, 
-0.34390389919281006, -0.12421941757202148, -0.13505613443384598, 0.06212837006741337, 0.062193661436245856, 0.9989501925545995, 0.08108897173478749, 0.1486000704161066, 1731621452.8786778, 
-0.09186166524887085, -0.07812219858169556, -0.11088751311842912, 0.048868303354317875, 0.04874745594959446, 1.0024790504933914, 0.080135306286496, 0.15468495620951928, 1731621452.9952376, 
-0.6894804239273071, 0.19498735666275024, -0.4319609811390691, 0.13351009306512576, 0.1346402730833129, 0.9916059289519727, 0.0778976479024915, 0.16443118122843264, 1731621453.086129, 
0.5450814962387085, -0.16350620985031128, 0.11346241576088956, 0.047397972499945554, 0.046837109440798705, 1.0119747581745149, 0.07415738521611025, 0.1738307299315007, 1731621453.174874, 
-0.2596151828765869, 0.3316704034805298, -0.09157402040316456, 0.1948129158239459, 0.19499469383593876, 0.9990677796999655, 0.06937923874601636, 0.18446026875081306, 1731621453.264818, 
0.3994191884994507, 0.1292017102241516, 0.18291303609750972, 0.17800709138766277, 0.17807183709521018, 0.9996364068086028, 0.059575089223561, 0.20013562804663504, 1731621453.384551, 
-0.2048095464706421, 0.06416988372802734, -0.035142754482329064, 0.15520770613014098, 0.15421901165878438, 1.0064109765762481, 0.04962558328678224, 0.21305803224100178, 1731621453.4743924, 
0.0858767032623291, 0.6530545949935913, 0.03784549826439902, 0.3556990807318111, 0.3457602049341211, 1.0287449962600055, 0.03322523442555807, 0.23109436128558056, 1731621453.5942318, 
-0.33806973695755005, 0.6265976428985596, -0.17125301359850542, 0.41841509215399786, 0.3938736500593378, 1.0623079053167503, 0.00534770264004254, 0.2554366692701937, 1731621453.6840832, 
-0.3670063614845276, 0.43841320276260376, -0.28161073706650636, 0.3620572620825488, 0.34631650429204247, 1.0454519423574236, -0.026079205413873267, 0.27739943848987936, 1731621453.7737288, 
0.10317480564117432, 0.38686126470565796, -0.06634302036481535, 0.32967760781926575, 0.3182387662175671, 1.0359442117553912, -0.056050166336613014, 0.2939068754164249, 1731621453.8937197, 
-0.08880168199539185, 0.5494287014007568, -0.07727022828853268, 0.37907056802000605, 0.37281586471315575, 1.0167769236742719, -0.08809644400470876, 0.30773487930566534, 1731621453.9836469, 
0.40343809127807617, 0.3470078110694885, 0.19083372212390698, 0.34246020895232876, 0.33375946964751435, 1.0260688912107971, -0.12168529621616915, 0.31788144231409154, 1731621454.0734458, 
