acc_x, acc_y, angular_z, stamp, 
0.005533754825592041, -0.011010587215423584, 3.7117289014067604e-10, 1727987255033939798, 
-0.019630730152130127, -0.0001157522201538086, 2.5006211101439563e-07, 1727987255063781041, 
-0.01054239273071289, -0.018199622631072998, 2.7360909860931404e-10, 1727987255093728632, 
-0.01941782236099243, 0.0017243027687072754, 4.968210013436634e-07, 1727987255123734947, 
-0.006750226020812988, -5.549192428588867e-05, 4.977627756633387e-07, 1727987255153681028, 
-0.038865745067596436, -0.010920047760009766, 4.978641031429183e-07, 1727987255183618035, 
-0.009808242321014404, -0.005424439907073975, 2.3775372645170704e-07, 1727987255214949673, 
-0.01308530569076538, 0.02159672975540161, 6.947833675011967e-07, 1727987255247112782, 
-0.030768513679504395, -0.009223222732543945, 5.631411353076774e-07, 1727987255273560103, 
-0.007138729095458984, 0.008410215377807617, 4.975935350983097e-07, 1727987255303489902, 
0.002095162868499756, 0.026134192943572998, 9.92349748123398e-07, 1727987255333513292, 
-0.017382681369781494, 0.0007966160774230957, 1.2461162159778234e-06, 1727987255363402789, 
-0.008059084415435791, 0.005839705467224121, 1.2448218975206394e-06, 1727987255393325142, 
0.01186060905456543, -0.021313607692718506, 1.489414960042634e-06, 1727987255423338201, 
-0.004287004470825195, -0.01602792739868164, 1.4255694396752972e-06, 1727987255454695955, 
-0.030984222888946533, 0.011010169982910156, 1.4349761662309511e-06, 1727987255485847936, 
0.00529325008392334, 0.005560755729675293, 1.6249748737593442e-06, 1727987255513358169, 
0.025197088718414307, -0.00731271505355835, 1.7510426688786813e-06, 1727987255543143839, 
0.03233569860458374, -0.012623190879821777, 1.4922474706161992e-06, 1727987255573104226, 
-0.007241487503051758, -0.0035039782524108887, 1.4892220091834406e-06, 1727987255603123867, 
-0.012552440166473389, -0.007189810276031494, 1.4774693568918868e-06, 1727987255633382030, 
0.02522212266921997, 0.009088993072509766, 1.5552051175091583e-06, 1727987255662127766, 
0.021462738513946533, -0.012603044509887695, 1.1288298681728055e-06, 1727987255695133082, 
-0.030823111534118652, 0.028390705585479736, 9.906315532168155e-07, 1727987255725221826, 
-0.014522016048431396, 0.019197583198547363, 1.3356933628545991e-06, 1727987255753117233, 
0.005450725555419922, -0.008053243160247803, 1.0034051634770688e-06, 1727987255782828346, 
0.009002268314361572, -0.019033491611480713, 1.2353766133823613e-06, 1727987255812993636, 
-3.3855438232421875e-05, -0.015244603157043457, 1.0029648508374892e-06, 1727987255842717750, 
-0.005218088626861572, -0.004174649715423584, 9.956396899816059e-07, 1727987255872658489, 
-0.015757262706756592, -0.009416460990905762, 9.906393347712324e-07, 1727987255902747219, 
0.020217418670654297, -0.009277760982513428, 6.972128553403929e-07, 1727987255934811214, 
0.01455390453338623, -0.0144730806350708, 1.072394853811465e-06, 1727987255962601983, 
-0.039486467838287354, -0.005233466625213623, 9.94949984196854e-07, 1727987255992554361, 
0.00019800662994384766, 0.004090309143066406, 9.951333877065804e-07, 1727987256022499639, 
0.028958141803741455, 0.016434133052825928, 1.242994394619862e-06, 1727987256052467640, 
0.01792120933532715, -0.0034554004669189453, 7.46313804620165e-07, 1727987256082414870, 
-0.03250223398208618, -0.04301053285598755, 9.829743927474803e-07, 1727987256112732498, 
-0.008965611457824707, 0.007555782794952393, 2.4472110111510453e-07, 1727987256143168795, 
0.00011414289474487305, 0.034420132637023926, 7.073612670114433e-07, 1727987256174764081, 
0.026850342750549316, 0.010724067687988281, 5.397624270955295e-07, 1727987256202370731, 
-0.00943666696548462, -0.021741807460784912, 2.4971073767171365e-07, 1727987256232208259, 
-0.02221912145614624, 5.441904067993164e-05, 2.488771995717769e-07, 1727987256262144723, 
-0.007901906967163086, 0.025253355503082275, -3.3038453907458326e-12, 1727987256292167410, 
0.0046315789222717285, 3.981590270996094e-05, -1.027406891633853e-12, 1727987256321080149, 
-0.008066296577453613, -0.028660893440246582, -2.7486253363656096e-13, 1727987256352030961, 
0.015274405479431152, -0.0015106201171875, 4.626539558488702e-13, 1727987256383083533, 
-0.009777069091796875, 0.004102349281311035, -4.648651489390418e-12, 1727987256415013089, 
0.03516244888305664, 0.011374711990356445, 2.7614666144977847e-07, 1727987256441991665, 
0.013348519802093506, -0.003041982650756836, 5.9832884540409235e-12, 1727987256470881791, 
0.014815092086791992, 0.01487874984741211, 3.389277032096555e-11, 1727987256501847772, 
-0.01404482126235962, -0.014043986797332764, -4.969222896419325e-07, 1727987256531831990, 
0.011172890663146973, 0.02350848913192749, 1.2140635116948681e-11, 1727987256561745914, 
0.04157072305679321, -0.009160935878753662, -7.442847368823927e-07, 1727987256591778452, 
-0.00548863410949707, -0.0023528337478637695, -4.806671738235631e-07, 1727987256622786200, 
-0.007413625717163086, -0.022339463233947754, -4.560608526117044e-07, 1727987256655471058, 
-5.942583084106445e-05, 0.009778320789337158, -4.1100216352000636e-07, 1727987256691752493, 
0.01971834897994995, -0.006626904010772705, -4.98003277130511e-07, 1727987256721687037, 
0.01955467462539673, -0.0013629794120788574, -4.968842491617336e-07, 1727987256751692010, 
-0.02189040184020996, 0.014876782894134521, -4.734308688478357e-07, 1727987256783183465, 
-0.0038313865661621094, -0.0011135339736938477, -4.7161198516498526e-07, 1727987256814794378, 
0.028432011604309082, -0.012044548988342285, -5.549105556405276e-07, 1727987256841659281, 
0.008346617221832275, -0.045999348163604736, -4.982346720053189e-07, 1727987256871582051, 
-0.0009341239929199219, -0.0025938749313354492, -4.973368133336013e-07, 1727987256901555552, 
-0.013540446758270264, -0.007730543613433838, -4.968000030511456e-07, 1727987256931556524, 
-0.0007724165916442871, 0.0013306140899658203, -4.978806156941615e-07, 1727987256961489534, 
0.017235875129699707, -0.023957014083862305, -2.47983326427916e-07, 1727987256991539916, 
0.004579782485961914, -0.02375251054763794, -4.759137283044248e-07, 1727987257022851742, 
-0.013342738151550293, -0.0003272891044616699, -2.5077593233856626e-07, 1727987257052562086, 
-0.025611579418182373, 0.021086156368255615, -5.134474804253542e-07, 1727987257081584270, 
0.02184474468231201, 0.013735353946685791, -0.0010873340293891397, 1727987257111548751, 
0.07576364278793335, -0.018396854400634766, 0.0015613859931650383, 1727987257141525010, 
-0.7262259125709534, 0.915386974811554, 0.17955721079305137, 1727987257171550352, 
-0.39488154649734497, 0.44718384742736816, 0.6298537719149395, 1727987257201520235, 
-0.39547818899154663, 0.08872205018997192, 0.8946614730991987, 1727987257231637225, 
0.10546547174453735, -0.18917584419250488, 1.0761359152710808, 1727987257262844693, 
-0.5090909004211426, 0.5796952247619629, 1.471281322066332, 1727987257289918539, 
0.41011273860931396, 0.4538968801498413, 1.4542379641758698, 1727987257321542003, 
-0.7690592408180237, -0.00948786735534668, 1.7391076123591862, 1727987257351368908, 
0.5857288837432861, 0.08780479431152344, 1.9350915258881127, 1727987257380621047, 
-0.5413444638252258, -0.09084206819534302, 2.0256278682659983, 1727987257410631682, 
0.25670671463012695, -0.4742366671562195, 2.037311372048313, 1727987257440551228, 
-0.3823305368423462, 0.18167412281036377, 2.0364873650580395, 1727987257469897169, 
0.45099443197250366, 0.18262255191802979, 1.751817526955024, 1727987257503135468, 
-0.36846041679382324, -0.6214397549629211, 2.061670902478707, 1727987257530445706, 
-0.07116276025772095, 0.04024595022201538, 1.882569408333107, 1727987257560413579, 
-0.03778606653213501, 0.5112870931625366, 1.9113934134737138, 1727987257590344735, 
-0.021439671516418457, -0.3532835841178894, 1.9014644989275493, 1727987257620315495, 
-0.31763333082199097, -0.5551514029502869, 1.9365435072222192, 1727987257650276140, 
-0.26448583602905273, 0.8688361048698425, 1.936536492101105, 1727987257680265770, 
0.17157834768295288, 0.04030388593673706, 1.9191247970045373, 1727987257710279608, 
-0.18847841024398804, -0.8138439655303955, 1.7452384528006994, 1727987257743315210, 
0.4314582347869873, 0.26574212312698364, 2.1579265314618805, 1727987257770133333, 
-0.11839962005615234, 0.23492556810379028, 1.9081457799592767, 1727987257800043397, 
-0.1727953553199768, 0.07215219736099243, 1.890802600263717, 1727987257830016904, 
-0.046990275382995605, -0.1729913353919983, 1.924563662819551, 1727987257860105091, 
-0.2351614236831665, -0.2313166856765747, 1.9306909003392057, 1727987257889920908, 
0.5823543071746826, 0.05879616737365723, 1.8990247493119137, 1727987257919955188, 
-0.3079948425292969, 0.1771603226661682, 1.8550285460089286, 1727987257950952470, 
0.24479717016220093, 0.5697411298751831, 1.8505195885861259, 1727987257981959431, 
-0.495195209980011, -0.05730783939361572, 2.042602067303725, 1727987258009820188, 
0.07101476192474365, -0.55366450548172, 1.914205915361989, 1727987258039743629, 
-0.2413462996482849, -0.21748220920562744, 1.9295686418540932, 1727987258069678298, 
-0.23426169157028198, 0.2532224655151367, 1.9326945024504671, 1727987258099643709, 
-0.22989648580551147, 0.34227102994918823, 1.9685344578395039, 1727987258129637505, 
-0.11862850189208984, 0.21771478652954102, 1.9702377497620824, 1727987258159616763, 
