odom_x, odom_y, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
8.281768373308296e-07, -9.640156122259214e-07, 0.010818183422088623, -0.015188515186309814, 0.007048241320632886, -1.2012958675876291e-14, 0.0001632009567729757, -7.360838388090569e-11, -2.0400119596621958e-05, 0.0, 1731622653.814463, 
8.281768373308296e-07, -9.640156122259214e-07, -0.0019960999488830566, 0.0009461045265197754, 0.0019683106449631445, 2.0795435113283154e-11, 0.0002404004919609713, 8.650329682627799e-08, -2.8701163325536647e-05, 4.8126677440828983e-14, 1731622653.7844818, 
8.281768373308296e-07, -9.640156122259214e-07, -0.008762836456298828, -0.007851362228393555, -0.003853268317541598, -3.876176319640361e-11, 3.9373402251146716e-05, -9.844656793730521e-07, -7.277928655710751e-06, -1.1648168712467343e-12, 1731622653.844464, 
-9.303686056227889e-06, 8.507206985086668e-06, 0.007624208927154541, -0.0005372166633605957, 0.002324083434211504, 4.844311298499331e-11, -0.00010403435630884075, -4.656453377880578e-07, -1.509715014987887e-05, -1.2827937073674426e-12, 1731622653.8744035, 
0.00034201997914351523, -8.955408702604473e-05, 0.1311262845993042, 0.020623385906219482, 0.07162920243190399, 0.0010733998063152312, 0.006045788322315527, 0.17754505270275833, 0.0001260591703592519, -1.4384895517024192e-08, 1731622653.963805, 
0.0007187481387518346, 8.953598444350064e-05, -0.4514760375022888, 0.32291799783706665, -0.20856985014454452, 0.016191881559792697, 0.0329007006303167, 0.4921439741277885, 0.003850419406826862, 3.718498863244414e-05, 1731622654.0535126, 
0.0022950097918510437, 4.859823457081802e-05, -0.6943413019180298, 0.10773849487304688, -0.46868118659742564, 0.026459072682409403, 0.03285739831748466, 0.8052698642402717, 0.0101999286379075, 0.0003719156369587325, 1731622654.1439016, 
0.005415606312453747, 1.7785874661058187e-05, -0.05962115526199341, -0.168359637260437, -0.24991121040082132, -0.03919727971484705, -0.04065114824605352, 0.9642354867221342, 0.010227874974408495, 0.0005924988059877669, 1731622654.2921367, 
0.011699292808771133, 0.0010535437613725662, -0.14250290393829346, 0.08785927295684814, -0.18963246939254227, 0.023960618827685815, 0.024928300577164927, 0.961181399169844, 0.012138696127519668, 0.0006795371446771434, 1731622654.384033, 
0.016594111919403076, 0.0026381665375083685, 0.23572146892547607, 0.07081115245819092, 0.03986912220599548, 0.04761826841635311, 0.04833396407936695, 0.9851926967579437, 0.016074072853814098, 0.001978167716890825, 1731622654.4728463, 
0.0229050200432539, 0.005758431274443865, 0.1973954439163208, 0.24495166540145874, 0.12647389757193972, 0.11956347553026166, 0.12072057515758193, 0.9904150586939313, 0.023743725486253316, 0.005250323674310905, 1731622654.5627089, 
0.028865449130535126, 0.009685222059488297, 0.09097021818161011, 0.23574590682983398, 0.10788884161485651, 0.14675195063896776, 0.1485051822799655, 0.9881941383184022, 0.03497862341102943, 0.01167718711691042, 1731622654.6825762, 
0.035422880202531815, 0.01528685912489891, 0.32698196172714233, -0.02285546064376831, 0.22304925352569227, 0.07970337303574171, 0.08161083392115223, 0.976627357009323, 0.043297975778462075, 0.017975142684192903, 1731622654.7723515, 
