x, y, th, stamp, 
-1.5724354982376099, -5.266856670379639, -2.1007035075556493, 1727986841474212977, 
-1.5771621465682983, -5.2750067710876465, -2.1004581255866572, 1727986841523234290, 
-1.5817387104034424, -5.28289794921875, -2.1004581255866572, 1727986841571207798, 
-1.5863112211227417, -5.290700435638428, -2.1004581255866572, 1727986841619238496, 
-1.590659260749817, -5.298430919647217, -2.0996703647273347, 1727986841667717058, 
-1.5951869487762451, -5.306371688842773, -2.0996703647273347, 1727986841715804354, 
-1.601440668106079, -5.3166937828063965, -2.0993787293558563, 1727986841778676223, 
-1.6060221195220947, -5.324593544006348, -2.0993787293558563, 1727986841827264658, 
-1.6106302738189697, -5.33257532119751, -2.0994415202404793, 1727986841876236743, 
-1.6153470277786255, -5.340671539306641, -2.100398663141447, 1727986841923223691, 
-1.6199826002120972, -5.348604202270508, -2.101160898931282, 1727986841971236274, 
-1.624411940574646, -5.356337547302246, -2.10175357065211, 1727986842019238127, 
-1.6290373802185059, -5.364292621612549, -2.10175357065211, 1727986842067341301, 
-1.6337623596191406, -5.372415542602539, -2.1026169327869844, 1727986842116617090, 
-1.6396753787994385, -5.382584571838379, -2.1043192949398755, 1727986842179681416, 
-1.6442700624465942, -5.390293598175049, -2.1043192949398755, 1727986842227393479, 
-1.6489020586013794, -5.398025035858154, -2.104105957145744, 1727986842275238944, 
-1.653590202331543, -5.405864715576172, -2.104105957145744, 1727986842323238887, 
-1.6581721305847168, -5.413633346557617, -2.1045075924638477, 1727986842371222291, 
-1.6627395153045654, -5.421419143676758, -2.1042332661489915, 1727986842419244835, 
-1.6673091650009155, -5.429370403289795, -2.1042332661489915, 1727986842467384577, 
-1.6734414100646973, -5.439764022827148, -2.1042332661489915, 1727986842531465787, 
-1.6780463457107544, -5.4476165771484375, -2.1036333304853185, 1727986842579756289, 
-1.6826655864715576, -5.455507755279541, -2.1029143783135837, 1727986842627242204, 
-1.6874079704284668, -5.463282108306885, -2.1028074882653804, 1727986842675242328, 
-1.6920506954193115, -5.471322536468506, -2.102874858908017, 1727986842723242743, 
-1.6966068744659424, -5.479269027709961, -2.102061293946098, 1727986842771281563, 
-1.7011282444000244, -5.487133502960205, -2.102061293946098, 1727986842819588315, 
-1.7059824466705322, -5.495267868041992, -2.102061293946098, 1727986842867586032, 
-1.712345004081726, -5.5056586265563965, -2.102061293946098, 1727986842931217802, 
-1.7168304920196533, -5.513352870941162, -2.102143469706303, 1727986842979261728, 
-1.7213600873947144, -5.521087646484375, -2.102143469706303, 1727986843027462931, 
-1.725972294807434, -5.529091835021973, -2.103120410418601, 1727986843075225335, 
-1.730621576309204, -5.537154197692871, -2.103753003760249, 1727986843123245049, 
-1.7354075908660889, -5.545053005218506, -2.103753003760249, 1727986843171224313, 
-1.7400809526443481, -5.552889347076416, -2.1050452994266284, 1727986843219278410, 
-1.7446107864379883, -5.560714244842529, -2.1070479895203507, 1727986843267827128, 
-1.7506983280181885, -5.571040630340576, -2.1070479895203507, 1727986843331197964, 
-1.755389928817749, -5.5789690017700195, -2.105985961941805, 1727986843379509130, 
-1.7600901126861572, -5.586652755737305, -2.105985961941805, 1727986843427269837, 
-1.7646613121032715, -5.594342231750488, -2.1073722052552433, 1727986843475274810, 
-1.7694034576416016, -5.602462291717529, -2.106981224657735, 1727986843524232112, 
-1.7740609645843506, -5.610239505767822, -2.1063798896799737, 1727986843571253081, 
-1.7787600755691528, -5.618197917938232, -2.1063798896799737, 1727986843619280896, 
-1.7834503650665283, -5.625978469848633, -2.1063798896799737, 1727986843667441876, 
-1.7879552841186523, -5.633877277374268, -2.1057615919912624, 1727986843715767842, 
-1.7943413257598877, -5.644362926483154, -2.104399283938296, 1727986843779234126, 
