x, y, th, stamp, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255067508002, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255131033702, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255178989264, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255227063991, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255275075688, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255322997356, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255371012709, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255418987212, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255467232206, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255531175057, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255579185241, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255627140806, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255675115658, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255723131817, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255770989531, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255835324036, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255867021290, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255931230512, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987255979277051, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256027197451, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256075181488, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256124119018, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256171073407, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256235471294, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256284030126, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256331342660, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256379313032, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256427239017, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256475200738, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256524086803, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256571646459, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256618979779, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256667865499, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256731034544, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256779072714, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256827151254, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256875100457, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256924039124, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987256971730644, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987257034948537, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987257067693297, 
0.5938646793365479, -7.008222579956055, -0.6184563740272058, 1727987257131239270, 
0.5938975214958191, -7.008270263671875, -0.6071121679118413, 1727987257179054012, 
0.5941115617752075, -7.008048057556152, -0.5698294797210745, 1727987257227089804, 
0.594500720500946, -7.008312225341797, -0.5136934269350466, 1727987257275061194, 
0.5949987173080444, -7.008385181427002, -0.4420143596636452, 1727987257324199365, 
0.5960623621940613, -7.009151935577393, -0.3525500635272887, 1727987257373032564, 
0.5973303318023682, -7.00993537902832, -0.26010526559194375, 1727987257419033364, 
0.5992628335952759, -7.011106491088867, -0.1639223506560943, 1727987257467148432, 
0.6020183563232422, -7.011776447296143, -0.039573152945386554, 1727987257532219945, 
0.6039818525314331, -7.012171268463135, 0.049420495499927275, 1727987257579019881, 
0.6060166358947754, -7.012305736541748, 0.14106007608180443, 1727987257627050677, 
0.6087668538093567, -7.012467384338379, 0.2337239492052538, 1727987257675002200, 
0.6111727952957153, -7.011998653411865, 0.3264380930024716, 1727987257723025730, 
0.6141693592071533, -7.011263847351074, 0.4203124307702497, 1727987257772173035, 
0.617068350315094, -7.010187149047852, 0.5095052061605095, 1727987257819109181, 
0.6204113364219666, -7.008667945861816, 0.6017145131308583, 1727987257867216840, 
0.6250898838043213, -7.005636692047119, 0.7271925757555803, 1727987257932467318, 
0.6283679008483887, -7.0030646324157715, 0.8176204506160759, 1727987257979048988, 
0.6315492987632751, -6.999873638153076, 0.9089807136436137, 1727987258027027878, 
0.63475501537323, -6.996298789978027, 1.0012071875418982, 1727987258075034156, 
0.6371010541915894, -6.992555618286133, 1.0948256775229652, 1727987258123022889, 
0.6395959854125977, -6.9882378578186035, 1.1887872729431714, 1727987258171105143, 
0.6416992545127869, -6.983911514282227, 1.2809349050230718, 1727987258219287081, 
0.6434046030044556, -6.978720188140869, 1.3730502873006014, 1727987258267576683, 
0.6449571251869202, -6.97145938873291, 1.4942069390412889, 1727987258331548244, 
0.645419180393219, -6.965649127960205, 1.5844265891100113, 1727987258379053451, 
0.6453015208244324, -6.959884166717529, 1.675527873983688, 1727987258427054828, 
