x, y, theta, stamp, 
6.226554205568391e-08, -7.188789652445848e-08, 7.156125274082511e-07, 1729803172477546010, 
6.226554205568391e-08, -7.188789652445848e-08, 7.156016133648928e-07, 1729803172527844594, 
8.302068010834773e-08, -9.585050264604433e-08, 9.54014553469816e-07, 1729803172567568968, 
-2.4906069029384525e-07, 2.8755158609783393e-07, -2.86065624107275e-06, 1729803172638183494, 
0.0004276589024811983, 2.1123494661878794e-05, 0.00038051513743303994, 1729803172687247125, 
0.0032962136901915073, 0.00020155319361947477, 0.001269586820992058, 1729803172727830662, 
0.008894799277186394, 0.0002634704578667879, 0.002246901494418921, 1729803172777689995, 
0.016839805990457535, -9.558928286423907e-05, 0.0012729475654509163, 1729803172827685722, 
0.027621351182460785, -1.758117286954075e-05, -0.0001959469263677787, 1729803172877558896, 
0.04013200104236603, 9.119784226641059e-05, 0.0006378046366010355, 1729803172928171378, 
0.05187985301017761, 0.00018408104369882494, 0.0014338868705322592, 1729803172967842701, 
0.0749017596244812, 0.00018276096670888364, 0.0017707723137684963, 1729803173037312179, 
0.09131995588541031, 0.0002489437465555966, 0.002052342067517361, 1729803173087484383, 
0.10409480333328247, 0.0001671921054366976, 0.0022888505243479455, 1729803173127421800, 
0.134304016828537, 0.0005747294053435326, 0.0029320925756094666, 1729803173227500352, 
0.16466981172561646, 0.0010307402117177844, 0.0026605387082656385, 1729803173328031960, 
0.19254185259342194, 0.00108901911880821, 0.0036440149414723785, 1729803173417673041, 
0.24223704636096954, 0.0012664581881836057, 0.005133171929553869, 1729803173577329352, 
0.2730085551738739, 0.0014115445083007216, 0.0037360139310043195, 1729803173676286862, 
0.30108916759490967, 0.001614999957382679, 0.004177329476286944, 1729803173768172037, 
0.3316820561885834, 0.001595405745320022, 0.0036659168128918593, 1729803173868285464, 
0.3656284511089325, 0.0017802421934902668, 0.0045230443808373915, 1729803173980029586, 
0.39550861716270447, 0.0017245715716853738, 0.002964002166322701, 1729803174076356980, 
0.42362385988235474, 0.001908017322421074, 0.0031208836266962366, 1729803174168880655, 
0.4543886184692383, 0.0022253217175602913, 0.004942645160932839, 1729803174269637811, 
0.4889720678329468, 0.0023369465488940477, 0.004385218258300985, 1729803174378290295, 
0.5189828276634216, 0.002372891642153263, 0.0022883209467524164, 1729803174475354430, 
0.547407329082489, 0.0024437373504042625, 0.0016894141216440735, 1729803174567590418, 
0.5832993984222412, 0.0025730994530022144, 0.004721135290004504, 1729803174685427499, 
0.5963273048400879, 0.002706187078729272, 0.005042046170102912, 1729803174727717403, 
0.6419139504432678, 0.002871968550607562, 0.002394180023318628, 1729803174875402043, 
0.6699795126914978, 0.0031252186745405197, 0.0028896152631878304, 1729803174967442412, 
0.7065368294715881, 0.0033873585052788258, 0.006091312967934161, 1729803175085619694, 
0.7352557182312012, 0.003568815067410469, 0.004342061496643686, 1729803175177371049, 
0.7505096197128296, 0.0037333217915147543, 0.003262753228869785, 1729803175227534246, 
0.7930222153663635, 0.004167046397924423, 0.002127653704602126, 1729803175367249459, 
0.8290204405784607, 0.004298688843846321, 0.004114597322296228, 1729803175485017065, 
0.8579926490783691, 0.004298377316445112, 0.0032267409310123845, 1729803175577588636, 
0.8889083862304688, 0.004316186998039484, 0.001666073278357218, 1729803175678348113, 
0.9227362871170044, 0.004448091145604849, 0.0023994336834217943, 1729803175787812191, 
0.9471951723098755, 0.00475247111171484, 0.002819518849259006, 1729803175868036597, 
0.9753513932228088, 0.004813704639673233, 0.0011696928209720416, 1729803175977400748, 
