odom_x, odom_y, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.0, 0.0, 0.034970223903656006, 0.023767173290252686, 0.022783730640605602, -1.944899937597827e-14, 0.000527553820911273, -3.686637951438382e-11, -6.594422761390913e-05, 0.0, 1731623085.3804362, 
0.0, 0.0, -0.010167479515075684, -0.014109134674072266, 0.004281541073993672, -3.0049302740233524e-09, 0.0007197944108885503, -4.1747063169244616e-06, -8.59355018748647e-05, -7.49736563800315e-12, 1731623085.4174194, 
0.0, 0.0, 0.009484171867370605, 0.028923392295837402, 0.0070836643880302745, 5.638088926116625e-09, 0.0006007788415101586, 9.38463297399812e-06, -7.70210396451539e-05, 2.8453539285688205e-11, 1731623085.4473257, 
0.0, 0.0, -0.019391298294067383, -0.0034500956535339355, -0.00718013954158978, 6.867451737514739e-10, 0.00021372746893478308, 3.2131816147648653e-06, -3.632513610449589e-05, 1.6513599156849826e-11, 1731623085.4773955, 
6.558436871273443e-05, 7.151358295232058e-05, -0.014317870140075684, -0.00814741849899292, -0.010987526481839482, -4.228540006430181e-06, 0.0003980763593959962, -0.010622434381298533, 8.248560803400384e-05, -2.9667326444744355e-08, 1731623085.5089526, 
0.002085148124024272, -4.4993135816184804e-05, 0.007033348083496094, -0.0011529922485351562, -0.000686919913917167, -0.0032570350420564175, 0.022628280501365606, -0.14393647992209824, 0.0020728822192118026, -1.4283149641919699e-06, 1731623085.5399592, 
0.006712448317557573, -0.0004961765371263027, 0.8930768370628357, -0.3981878161430359, 0.4808107163789665, -0.031071215617110626, 0.09230752229184247, -0.33660545582487694, 0.007874566660588743, -8.435151774233629e-05, 1731623085.6269665, 
0.01007844414561987, -0.0005436934879980981, 0.7604752779006958, -0.5885655283927917, 0.6329250873258958, -0.11077504311484954, 0.2158048294231964, -0.5133112331680867, 0.022730462086264603, -0.0007303182282954559, 1731623085.7477424, 
0.01778261363506317, -0.001112115103751421, 0.5148822665214539, -0.04365396499633789, 0.5667208920335287, -0.10723880118389145, 0.17423013375527652, -0.6155008830706574, 0.03581780337093847, -0.0023119035050127397, 1731623085.8465738, 
0.04265369474887848, -0.005660240072757006, 0.5446796417236328, -0.48063504695892334, 0.5565467597566437, -0.29009430223349625, 0.28401090739170703, -1.0214195817254266, 0.05592324400415543, -0.005780957097413931, 1731623085.9365726, 
0.06427962332963943, -0.013082645833492279, -0.14813411235809326, -0.3337414860725403, 0.17653507644902244, -0.3485333201037722, 0.26857015132629003, -1.2977366188409138, 0.07882852472379014, -0.012306131985691682, 1731623086.0562434, 
0.08528955280780792, -0.0237648356705904, -0.36432135105133057, -0.44554275274276733, -0.1135967842306358, -0.4080623841257646, 0.28410590461991514, -1.4363037778876224, 0.10376111248868362, -0.02231866656962702, 1731623086.148768, 
0.10949841141700745, -0.04123358801007271, -0.04648137092590332, -0.3012896776199341, -0.07862745637091675, -0.34573515841871016, 0.23980181960599323, -1.4417536905548543, 0.12686209783151794, -0.03564373830841407, 1731623086.2359262, 
0.12753742933273315, -0.058835599571466446, 0.08538764715194702, -0.5656400918960571, 0.012191348583078424, -0.46104487177662884, 0.31874685900711763, -1.4464295372596399, 0.148537241498994, -0.05221626188541608, 1731623086.3247666, 
0.14530986547470093, -0.08145459741353989, -0.35684138536453247, -0.7970238924026489, -0.18209725797741733, -0.5962699264778629, 0.43529612108313787, -1.3698029860550502, 0.1750070709578909, -0.07870416036904318, 1731623086.4557352, 
0.16029822826385498, -0.10753420740365982, 0.8763735294342041, 0.24838709831237793, 0.37584804228342034, -0.15415900920083958, 0.11533649254848105, -1.3366021958404857, 0.19252792178843725, -0.10436055422695523, 1731623086.5491595, 
0.17020143568515778, -0.1323828101158142, -0.16200405359268188, -0.5534560084342957, 0.09214123626415427, -0.3991252584388677, 0.30360870574282217, -1.314604129886034, 0.20174815350705488, -0.1203333069646913, 1731623086.6561506, 
0.17705409228801727, -0.1585083156824112, -0.029704570770263672, -0.0322880744934082, 0.022342864114309954, -0.23118801697446897, 0.17572144017873628, -1.3156505930028486, 0.21027716063275237, -0.14375947062198838, 1731623086.7451913, 
0.18060192465782166, -0.18588881194591522, 0.38790345191955566, -0.07241219282150269, 0.2177502134646903, -0.2007897621257062, 0.15705831070458448, -1.278440862027209, 0.21403053730537483, -0.15992289696555348, 1731623086.8364484, 
0.18085895478725433, -0.21671658754348755, 0.6250147819519043, -0.11789107322692871, 0.43675629951255035, -0.20913684023762794, 0.20080119614631653, -1.0415119244869315, 0.21640727982295221, -0.17757302957924684, 1731623086.947539, 
