v, w, ts, 
0.2828333867062666, -1.884929213591117, 0, 
0.2828333867062666, -1.884929213591117, 0.1, 
0.2932670197208252, -1.9023278323881407, 0.2, 
0.30173721175253626, -1.9164352212795102, 0.30000000000000004, 
0.29985929239077985, -1.9132563656688593, 0.4, 
0.30047296647584076, -1.911610280867966, 0.5, 
0.3033230788667561, -1.87954875027438, 0.6, 
0.3264836871762625, -1.8284478419655075, 0.7, 
0.36870208599005605, -1.7770261007232588, 0.7999999999999999, 
0.3811155157280806, -1.6883266568501938, 0.8999999999999999, 
0.32982467475848126, -1.7153122033773585, 0.9999999999999999, 
0.33630368720661846, -1.5800321032900464, 1.0999999999999999, 
0.3942109800651805, -1.3168455438783317, 1.2, 
0.39725658099425826, -1.132665565931014, 1.3, 
0.38375250323766885, -0.9821772394302349, 1.4000000000000001, 
0.374337101718763, -0.8735697305286431, 1.5000000000000002, 
0.38065129947445947, -0.8243830691675254, 1.6000000000000003, 
0.3690413800195877, -0.7459182030631382, 1.7000000000000004, 
0.351255500777561, -0.6292416365505004, 1.8000000000000005, 
0.34005606122073984, -0.5308815875162428, 1.9000000000000006, 
0.327148421628482, -0.4262283331161382, 2.0000000000000004, 
0.32973408957393247, -0.3881108837729338, 2.1000000000000005, 
0.3148188411247131, -0.41630323276651543, 2.2000000000000006, 
0.27452775216117564, -0.4328677413264234, 2.3000000000000007, 
0.25033993457997394, -0.4294163957630439, 2.400000000000001, 
0.24405057168797664, -0.41062931818250625, 2.500000000000001, 
0.24773457145805342, -0.3946959262598711, 2.600000000000001, 
0.2666529483073858, -0.37887665461323033, 2.700000000000001, 
0.2653715148354199, -0.349019703804066, 2.800000000000001, 
0.24467770338317563, -0.32205330513044295, 2.9000000000000012, 
0.22756685905305638, -0.31029399891420273, 3.0000000000000013, 
0.2123437910113443, -0.29719873564044996, 3.1000000000000014, 
0.21689679007314486, -0.2669808692565049, 3.2000000000000015, 
0.22872556184602735, -0.23877495052627953, 3.3000000000000016, 
0.2225627501234182, -0.22260659934034147, 3.4000000000000017, 
0.19770288960840074, -0.19932992468255545, 3.5000000000000018, 
0.16313163679200043, -0.16541335523930079, 3.600000000000002, 
0.1537020424835988, -0.14684726963641337, 3.700000000000002, 
0.17497736941887748, -0.14329744641144293, 3.800000000000002, 
0.1802663886484768, -0.13153399026483428, 3.900000000000002, 
0.1576444641108949, -0.10567055744166266, 4.000000000000002, 
0.1636601724109703, -0.10572029543783397, 4.100000000000001, 
0.18084051737599066, -0.11801123236368116, 4.200000000000001, 
0.1760497591022208, -0.11788903836349007, 4.300000000000001, 
0.17663901559348533, -0.11292135853016087, 4.4, 
0.1694072403186163, -0.09932834233924345, 4.5, 
0.15365680802465878, -0.09279564248288871, 4.6, 
0.1585332514318145, -0.09445408220841651, 4.699999999999999, 
0.16104779417035087, -0.09133818445667499, 4.799999999999999, 
0.15017129756004788, -0.08326969046679886, 4.899999999999999, 
0.14828351276761167, -0.07411777191491328, 4.999999999999998, 
0.14574483671861616, -0.07086859158593088, 5.099999999999998, 
0.1395578536954445, -0.06981572508194146, 5.1999999999999975, 
0.144646804535625, -0.06793865639676777, 5.299999999999997, 
0.14356486693690515, -0.05498783762467445, 5.399999999999997, 
0.1329700346539119, -0.043047484089211344, 5.4999999999999964, 
0.12955968081540703, -0.041872132961458544, 5.599999999999996, 
0.1369916857064668, -0.04502074945655877, 5.699999999999996, 
0.13593701781374842, -0.047618698702905096, 5.799999999999995, 
0.12374664812383153, -0.04243806418397632, 5.899999999999995, 
0.1220235017873599, -0.03763323016688338, 5.999999999999995, 
0.11910793834629081, -0.03843951307297862, 6.099999999999994, 
0.11390242986325305, -0.03419595456832092, 6.199999999999994, 
0.1153664708302557, -0.03093761875405849, 6.299999999999994, 
0.11837825178864538, -0.029334302047111717, 6.399999999999993, 
0.11342978187940989, -0.02855151250614945, 6.499999999999993, 
0.10590504193861647, -0.033459016101174834, 6.5999999999999925, 
0.10622416090513773, -0.036179603172045674, 6.699999999999992, 
0.10353056430890342, -0.034168667737251794, 6.799999999999992, 
0.09949512869650406, -0.03534753740737218, 6.8999999999999915, 
0.10373949526976323, -0.03665062379846078, 6.999999999999991, 
0.10175225358337972, -0.037230513519300186, 7.099999999999991, 
0.09271162018987664, -0.034341612485701715, 7.19999999999999, 
0.0914928241819623, -0.03378683100944775, 7.29999999999999, 
0.09616045954958105, -0.031677582722322135, 7.39999999999999, 
0.09560608498917281, -0.030758665882656702, 7.499999999999989, 
0.09075524019021072, -0.032047940907180085, 7.599999999999989, 
0.08708681205159322, -0.028848188984926457, 7.699999999999989, 
0.08533244400712578, -0.022118626544702223, 7.799999999999988, 
0.08182463940138376, -0.019869777503123635, 7.899999999999988, 
0.07753237630744536, -0.021725230674215043, 7.999999999999988, 
0.07630889231574992, -0.020965375056554606, 8.099999999999987, 
0.07961261726537172, -0.021408423380499794, 8.199999999999987, 
0.07888680373753397, -0.023692093642681454, 8.299999999999986, 
0.07536999082424413, -0.024525572661402675, 8.399999999999986, 
0.07366602188236669, -0.024489310015386564, 8.499999999999986, 
0.07033100010637158, -0.022418245727488205, 8.599999999999985, 
0.06992976644630332, -0.019424803916852425, 8.699999999999985, 
0.07004585537099259, -0.016763759119730052, 8.799999999999985, 
0.07183452828512557, -0.016194231525009206, 8.899999999999984, 
0.0702464126872213, -0.012992231308190548, 8.999999999999984, 
0.06595063877278574, -0.011488387438585638, 9.099999999999984, 
0.0658480396580193, -0.015622912193507253, 9.199999999999983, 
0.06366674828415825, -0.01827192252739103, 9.299999999999983, 
0.06069822945262067, -0.014192251691475201, 9.399999999999983, 
0.060810600663567416, -0.008915926648492225, 9.499999999999982, 
