x, y, theta, stamp, 
-8.235955561985975e-08, 9.653251709096367e-08, -9.539127936403707e-07, 1729805313807948903, 
-8.235955561985975e-08, 9.653251709096367e-08, -9.53914094948495e-07, 1729805313858245831, 
-4.1179774257216195e-07, 4.826632675758447e-07, -4.7683557299951246e-06, 1729805313905966562, 
0.00028559475322254, -6.874675455037504e-05, 0.0015672581078052547, 1729805313955709313, 
0.003183750668540597, -3.7974503356963396e-05, 0.00547419990109457, 1729805313997996673, 
0.011606226675212383, 3.5794710129266605e-06, 0.00989732558644153, 1729805314065776266, 
0.016666308045387268, 0.0002572477387730032, 0.011887998337225782, 1729805314097602000, 
0.026118341833353043, 0.0008810229483060539, 0.0169605280135728, 1729805314146004331, 
0.04078477993607521, 0.001104246824979782, 0.02387448744529257, 1729805314207251359, 
0.05553775653243065, 0.0016656637890264392, 0.02933540266386815, 1729805314257870677, 
0.0709901750087738, 0.00224554305896163, 0.03503378216510408, 1729805314305115858, 
0.08743531256914139, 0.002988032065331936, 0.04118108690944257, 1729805314354872228, 
0.10104447603225708, 0.003515812801197171, 0.0470680880882605, 1729805314397985985, 
0.11657752096652985, 0.004644724540412426, 0.05330627350644128, 1729805314447236916, 
0.14658457040786743, 0.006616286002099514, 0.06615046416853543, 1729805314550169235, 
0.18032591044902802, 0.009451907128095627, 0.08531792120604566, 1729805314658088799, 
0.20984873175621033, 0.012301512993872166, 0.12613751073978163, 1729805314754877036, 
0.23808111250400543, 0.016062425449490547, 0.16176774173123049, 1729805314847896486, 
0.27142035961151123, 0.022189166396856308, 0.2125099164597709, 1729805314957691224, 
0.30102917551994324, 0.029468592256307602, 0.26813643404191934, 1729805315057903612, 
0.32913556694984436, 0.037926085293293, 0.31632403110335294, 1729805315153849232, 
0.3559620678424835, 0.04754382744431496, 0.36196474188455, 1729805315247323733, 
0.38445332646369934, 0.05948680639266968, 0.4259379441747446, 1729805315347311590, 
0.4149433970451355, 0.0744607150554657, 0.49313928288265757, 1729805315457843901, 
0.44168561697006226, 0.08979039639234543, 0.5553229148300478, 1729805315559857556, 
0.46468234062194824, 0.10509952157735825, 0.6074812500681398, 1729805315648183417, 
0.48908916115760803, 0.1232675239443779, 0.6652834916735536, 1729805315748108601, 
0.5150043964385986, 0.14474409818649292, 0.721204141285951, 1729805315857877291, 
0.5377455353736877, 0.16588565707206726, 0.7746336969221611, 1729805315958855996, 
0.5573171377182007, 0.18563273549079895, 0.8139586102216078, 1729805316047265039, 
0.5782003998756409, 0.20795804262161255, 0.8516310801760496, 1729805316147894454, 
0.6000213027000427, 0.2341003119945526, 0.9025624452684631, 1729805316257853326, 
0.6188507080078125, 0.2590012848377228, 0.9401330074460066, 1729805316357849788, 
0.6345662474632263, 0.2812938690185547, 0.9593641084487092, 1729805316448001000, 
0.651778519153595, 0.30670443177223206, 0.9804028115453794, 1729805316547798715, 
0.6704908609390259, 0.3353828489780426, 1.0031222449432795, 1729805316657851247, 
0.686057984828949, 0.3603765070438385, 1.0318608378408773, 1729805316752880572, 
0.7005109190940857, 0.38540151715278625, 1.0540634260549484, 1729805316847785238, 
0.7155100107192993, 0.4125947058200836, 1.0648736989524277, 1729805316948069050, 
0.7314814329147339, 0.4423682689666748, 1.0719886937532852, 1729805317057994895, 
0.7457926869392395, 0.4691742956638336, 1.0729902654717522, 1729805317157844038, 
0.7588803172111511, 0.49383214116096497, 1.0831064645994741, 1729805317247281495, 
0.7742608785629272, 0.5235439538955688, 1.098091599651108, 1729805317358792857, 
0.788155734539032, 0.5512017011642456, 1.0988035485074565, 1729805317457861935, 
0.8017638921737671, 0.578656792640686, 1.1083058037563482, 1729805317557861284, 
0.8139942288398743, 0.6035596132278442, 1.1096266401403663, 1729805317648159749, 
0.8288732767105103, 0.6334367394447327, 1.1090288075221222, 1729805317757337524, 
0.8423099517822266, 0.6611235737800598, 1.1164803790917537, 1729805317857867919, 
0.8556502461433411, 0.6885383129119873, 1.1205111422799647, 1729805317957869630, 
0.86785489320755, 0.7134000062942505, 1.1144735869261062, 1729805318047410626, 
0.8824710249900818, 0.7439029812812805, 1.114961303090247, 1729805318157262965, 
0.8957822322845459, 0.7716110944747925, 1.1169278824361988, 1729805318257868463, 
0.9089269042015076, 0.79873126745224, 1.11367335865396, 1729805318357872080, 
0.9208409190177917, 0.8237866759300232, 1.1154256751528986, 1729805318448672042, 
0.9346482157707214, 0.8525084257125854, 1.1184097211444395, 1729805318557965968, 
0.9451930522918701, 0.8744183778762817, 1.1170917970881924, 1729805318657874544, 
0.9544212818145752, 0.8935189247131348, 1.1178239681707094, 1729805318757885072, 
0.9614382982254028, 0.9082889556884766, 1.1194600318274723, 1729805318848905966, 
0.9688762426376343, 0.9235870242118835, 1.1234024467652206, 1729805318958520608, 
0.9740536212921143, 0.9345057010650635, 1.1271459590565729, 1729805319057876618, 
0.9778802990913391, 0.9427430033683777, 1.1309861557160297, 1729805319157908284, 
0.9802519679069519, 0.9479177594184875, 1.134244525258096, 1729805319248387238, 
0.9819762110710144, 0.9516177177429199, 1.1363481849079913, 1729805319347066580, 
0.9838338494300842, 0.9556424617767334, 1.1419238456789729, 1729805319459422114, 
