e, e_dot, e_int, stamp, 
0.1566032610525944, 7.732593449025017e-06, 0.015349812702164485, 1729805313905966562, 
0.15573926828744183, -0.005782007278661619, 0.015234993902496084, 1729805313955709313, 
0.15453554498456223, -0.015278180403635372, 0.014322280334519683, 1729805313997996673, 
0.15887895535651456, 0.011872022000802734, 0.017212775267136014, 1729805314065776266, 
0.1610727082287711, 0.04433718186559762, 0.015753817855638962, 1729805314097602000, 
0.16355680600339337, 0.040084006813357276, 0.012930316308737021, 1729805314146004331, 
0.22543379142837755, 0.3538691269093613, 0.020104696291699833, 1729805314207251359, 
0.23923361704974316, 0.4276350881236164, 0.023425715780922417, 1729805314257870677, 
0.25783564237632606, 0.22211785349897636, 0.023569133032613983, 1729805314305115858, 
0.3194247223954013, 0.5438489274122249, 0.02640039420628281, 1729805314354872228, 
0.338166809022965, 0.5575084702456568, 0.028338612629854716, 1729805314397985985, 
0.3618405078130705, 0.3051291986043193, 0.03138650741360514, 1729805314447236916, 
0.4368924117835974, 0.4032711764926457, 0.057672365208484566, 1729805314550169235, 
0.5024906690361529, 0.44566078536620735, 0.09145514795574922, 1729805314658088799, 
0.5352927012706615, 0.3155830440626923, 0.10062587884656113, 1729805314754877036, 
0.5809850958748719, 0.2767061638012478, 0.10241823278482787, 1729805314847896486, 
0.5908166524814675, 0.19358607282243057, 0.11540765821346903, 1729805314957691224, 
0.620659777895326, 0.12911454833441802, 0.1254765645312286, 1729805315057903612, 
0.5949967435509217, 0.010107992517864614, 0.11811805976769939, 1729805315153849232, 
0.6214809614644154, 0.005285382941325745, 0.11599693476885774, 1729805315247323733, 
0.5669544695654396, -0.0873334006608611, 0.11500899794248824, 1729805315347311590, 
0.5749229484690992, -0.15774642915808704, 0.12374083409877587, 1729805315457843901, 
0.5909234877313039, 0.07631296184857989, 0.12276661413389199, 1729805315559857556, 
0.502366639078072, -0.28192271377297856, 0.10584228977779217, 1729805315648183417, 
0.5044603272388363, -0.327220872771994, 0.10025939754126681, 1729805315748108601, 
0.41953693616531795, -0.250901710641267, 0.09969992414841873, 1729805315857877291, 
0.41332429543261495, -0.2783939852179342, 0.09394567826739611, 1729805315958855996, 
0.4217466781998006, 0.011247270508782091, 0.07920245555319332, 1729805316047265039, 
0.332261767749654, -0.2646619803744529, 0.07355692713459308, 1729805316147894454, 
0.32292993534704273, -0.3247061965899116, 0.07559686964059406, 1729805316257853326, 
0.23681742875489897, -0.31534070148909554, 0.06242735840298394, 1729805316357849788, 
0.2387957435026551, -0.2797370427187406, 0.05061370483324859, 1729805316448001000, 
0.24476254595608327, 0.027244458032503013, 0.04561153157051159, 1729805316547798715, 
0.1757562074506802, -0.1890806447471691, 0.046119103342374075, 1729805316657851247, 
0.1641517397568486, -0.24971516651905767, 0.03996843682369979, 1729805316752880572, 
0.15883761012335862, -0.059369664865637516, 0.03157624473245825, 1729805316847785238, 
0.10244512697452923, -0.2061077575310993, 0.027679969342000746, 1729805316948069050, 
0.10571560385758616, -0.17752573665189628, 0.025715531790606413, 1729805317057994895, 
0.11612986737694575, 0.04468388123992776, 0.022676018782606208, 1729805317157844038, 
0.07073032467998797, -0.1344374009832274, 0.018460225883651118, 1729805317247281495, 
0.06246564752919448, -0.19390909818749172, 0.016700577670338636, 1729805317358792857, 
0.06806418375613998, -0.005867890968591212, 0.014127150732548742, 1729805317457861935, 
0.03411604201272045, -0.09432406259284205, 0.010925265003161697, 1729805317557861284, 
0.03521405234562702, -0.10910794596749035, 0.008715276927098335, 1729805317648159749, 
0.03997360115661297, 0.018584757995913682, 0.007267830066476391, 1729805317757337524, 
0.018785326287759307, -0.05572345932634204, 0.006568967207069246, 1729805317857867919, 
0.0162952091114561, -0.07855520270263366, 0.005016921355850617, 1729805317957869630, 
0.024294185095201204, 0.02147745602329089, 0.003751348416626701, 1729805318047410626, 
0.025585028212598893, 0.033694608348787396, 0.0043982462592914206, 1729805318157262965, 
0.025773633118299832, 0.004541803021514994, 0.005307244807243389, 1729805318257868463, 
0.03219613359560736, 0.02203245987933385, 0.005587284488070958, 1729805318357872080, 
0.033163053491000793, 0.024957194607207165, 0.005796156086486652, 1729805318448672042, 
0.03529533425652431, 0.010052833954161162, 0.006713451506775452, 1729805318557965968, 
0.0421968177139842, 0.029529196104760198, 0.00771644861395727, 1729805318657874544, 
0.048525189615933106, 0.04411834854855046, 0.008397758006141117, 1729805318757885072, 
0.05330922666797133, 0.03861227499795825, 0.009171497147677139, 1729805318848905966, 
0.06060183883484571, 0.03969643731843673, 0.010863495037194394, 1729805318958520608, 
0.06645663731485318, 0.04181900533274252, 0.012563852152516927, 1729805319057876618, 
0.07114953290059245, 0.0352805239547869, 0.013173411429708187, 1729805319157908284, 
0.07413011235265321, 0.02661878013971916, 0.01344600348951457, 1729805319248387238, 
0.07784584523334903, 0.02353228596878784, 0.014068679191536154, 1729805319347066580, 
